judul,penulis,penerbit,isbn,tahun_terbit,rak,kategori,harga_ganti,stok,deskripsi
Keterampilan Menghias Kain Ragam Teknik Menghias Kain dan Menyulam,Wasia Roesbani Pulukadang,Penerbit Angkasa,9789796655501,2007,700,Kesenian dan Rekreasi,75000,1,Keterampilan Menghias Kain Ragam Teknik Menghias Kain dan Menyulam
Membuat Aneka Perhiasan dari Manik-manik,Dini Lestari S.sn,Demedia Pustaka,9791471452,2008,700,Kesenian dan Rekreasi,75000,1,Membuat Aneka Perhiasan dari Manik-manik
Paper Quilling Panduan Berkreasi dan Berbisnis,Brinalloy Yuli,KDT,9786029212433,2012,700,Kesenian dan Rekreasi,75000,1,Paper Quilling Panduan Berkreasi dan Berbisnis
32 Aksesori Pita Seri Binatang,Lily ,Trubus Agri sarana,9786029186376,2012,700,Kesenian dan Rekreasi,75000,1,32 Aksesori Pita Seri Binatang
Terampil Membuat 39 Kreasi Karetu Ucapan Cantik,Iva Hardiana,Gramedia Pustaka Utama,9789792238839,2009,700,Kesenian dan Rekreasi,75000,1,Terampil Membuat 39 Kreasi Karetu Ucapan Cantik
Aplikasi Tatting ,Yuniar Wibowo,Tiara Aksa (PT Trubus Agrisarana),9786029186543,2012,700,Kesenian dan Rekreasi,75000,1,Aplikasi Tatting 
Inspirasi Macrame,Indah Asriyani,Tiara Aksa (PT Trubus Agrisarana),9786029186840,2013,700,Kesenian dan Rekreasi,75000,1,Inspirasi Macrame
Passhion,Ria Niranda,Bentang Pustaka,9786021246016,2014,700,Kesenian dan Rekreasi,75000,1,Passhion
Kreasi Sulam Apik Melukis Dengan Jarum & Benang,Ira dhayani Indira,Ria Pustaka,9786028453165,2012,700,Kesenian dan Rekreasi,75000,1,Kreasi Sulam Apik Melukis Dengan Jarum & Benang
Jakarta Dalam Ekspresi Warna & Garis,Amran Eko Prawoto,Rajawali Penta Grafita,1234567890125,2012,700,Kesenian dan Rekreasi,75000,1,Jakarta Dalam Ekspresi Warna & Garis
Hijab Syar'I For Daily & Traveling,Indadari Mindrayanti,PT Mizan Publika ,9786027816992,2013,700,Kesenian dan Rekreasi,75000,1,Hijab Syar'I For Daily & Traveling
212 Cinta Menggerakkan Segala,"Helvy Tiana Rosa, Benny Arnas",Republika,9786025734151,2018,800,Sastra,75000,1,212 Cinta Menggerakkan Segala
Wali Sanga,Damar Shashangka,Penerbit Dolphin,9789791611084,2012,800,Sastra,75000,1,Wali Sanga
Saat Cinta Datang Belum Pada Waktunya,Ari Pusparini,Pro-U Media,9791273499,2009,800,Sastra,75000,1,Saat Cinta Datang Belum Pada Waktunya
My Life as : Actor ,Haqi Achmad,Plot Point,9786029481037,2012,800,Sastra,75000,1,My Life as : Actor 
Diary Persahabatan,Nabilah Izzati Zahirah,DAR! Mizan,9786024204358,2017,800,Sastra,75000,1,Diary Persahabatan
Komik Persatuan Ibu-ibu,Puty Puar,Penerbit Bentang Komik,9786024302818,2018,800,Sastra,75000,1,Komik Persatuan Ibu-ibu
My Last Love ,Agnes Davonar,Inandra Published,9789791834650,2010,800,Sastra,75000,1,My Last Love 
Cinta Bersemi di Negeri Sakura,Prudensy Opit,Andi Offset,9789792913071,2010,800,Sastra,75000,1,Cinta Bersemi di Negeri Sakura
Ken Arok,Saini K.M.,Balai Pustaka,979407036X,2001,800,Sastra,75000,1,Ken Arok
Ghuffron,Humam S. Chudori,Penerbit Republika,9789791102346,2008,800,Sastra,75000,1,Ghuffron
The Vanilla Heart,Indah Hanaco,Bentang Pustaka,9786027888470,2013,800,Sastra,75000,1,The Vanilla Heart
Syekh Siti Jenar,Achmad Chodim,Serambi Ilmu Semesta,9793335246,2010,800,Sastra,75000,1,Syekh Siti Jenar
4 Ginjal di Tubuhku,Basyirah Nasution,"Qanita, Mizan Pustaka",9786021637319,2014,800,Sastra,75000,1,4 Ginjal di Tubuhku
Pudarnya Pesona Cleopatra,Habiburrahman El-Shirazy,Penerbit Republika,979360400X,2005,800,Sastra,75000,1,Pudarnya Pesona Cleopatra
Peduli Lingkungan,Hamid Alhadad,"Expose, Mizan Publika",9786027829312,2015,800,Sastra,75000,1,Peduli Lingkungan
Behind Tne Closed Door,Arnis Silvia,Mahima Institute Indonesia,9786026106353,2017,800,Sastra,75000,1,Behind Tne Closed Door
The Udik Girl,"Afin Yulia, dkk.",Andi Offset,9789792951257,2015,800,Sastra,75000,1,The Udik Girl
This Is Not Just Alvin,Alvin Adam,"Kaifa, Mizan Pustaka",9786027870253,2013,800,Sastra,75000,1,This Is Not Just Alvin
"Tentang  Ibu, Sahabat dan Aku",Sean Hasyim,Zettu,9786027999671,2013,800,Sastra,75000,1,"Tentang  Ibu, Sahabat dan Aku"
Starlight,Annisa Odi,Laksana,9786027933774,2013,800,Sastra,75000,1,Starlight
Business Girl,Dyah Apriliani K.,Mizan Pustaka,9786022426912,2016,800,Sastra,75000,1,Business Girl
Daydreamer's Dream,Maharani Rasyida,DAR! Mizan,9786022423652,2014,800,Sastra,75000,1,Daydreamer's Dream
Melankolia Ninna,Robin Wijaya,PT Falcon,9786026051417,2016,800,Sastra,75000,1,Melankolia Ninna
Semester Terakhir,Anak S-E-N,Sheila,9789792940886,2013,800,Sastra,75000,1,Semester Terakhir
Tekad,Wahyudi Pratama,Bukune Kreatif Cipta,9786024244,2021,800,Sastra,75000,1,Tekad
A Dreamer and The Hard Life,Sinar Kasih Mentari,DAR! Mizan,9786022425557,2014,800,Sastra,75000,1,A Dreamer and The Hard Life
Brisbane : Pesan Cinta Terhalang,Leyla Hana,Mizan Pustaka,9786022424925,2014,800,Sastra,75000,1,Brisbane : Pesan Cinta Terhalang
April Snow,"Hyung-kyung Kim, Pradita Nurmaya",Bentang Pustaka,9786028811972,2012,800,Sastra,75000,1,April Snow
Bunga Bunga Biru,Afifah Afra Amatullah,Gema Insani,9795618903,2004,800,Sastra,75000,1,Bunga Bunga Biru
Al-Qur'an Braille Untuk Nadia,Suliwe,Gema Insani,9789790772458,2011,800,Sastra,75000,1,Al-Qur'an Braille Untuk Nadia
Anak-anak Merapi 2,Bambang Joko Susilo,Republika Penerbit,9786028997870,2011,800,Sastra,75000,1,Anak-anak Merapi 2
Dandelion Lover,Fahrul Khakim,CV. Andi Offset,9789792951264,2015,800,Sastra,75000,1,Dandelion Lover
Kukila,M. Aan Mansyur,Gramedia Pustaka Utama,9786020321813,2012,800,Sastra,75000,1,Kukila
Muallaf,John Michaelson,Gramedia Pustaka Utama,9786020306506,2014,800,Sastra,75000,1,Muallaf
Sang Juara,Al Kadri Johan,Republika Penerbit,9786020822327,2016,800,Sastra,75000,1,Sang Juara
Akhir Petualangan OSAMA Melawan Amerika,"Ahmad Dumhyathi Bashori, M.A",PT Mizan Pustaka,9789794336328,2011,800,Sastra,75000,1,Akhir Petualangan OSAMA Melawan Amerika
Bidadari Berbisik,Asma Nadia,Republika Penerbit,9786237458494,2020,800,Sastra,75000,1,Bidadari Berbisik
Buya Hamka: Sebuah Novel Biografi,A. Fuadi,PT Falcon,9786026714732,2021,800,Sastra,75000,1,Buya Hamka: Sebuah Novel Biografi
Balada Cinta Di Tanah Bencana,Erlin Cahyadi,Sheila (Penerbit ANDI),9789792925050,2011,800,Sastra,75000,1,Balada Cinta Di Tanah Bencana
Ignite Me,Tahereh Mafi,Mizan Pustaka,9789794338575,2015,800,Sastra,75000,1,Ignite Me
Gilad Atzmon: Catatan Kritikal Tentang Palestina,Ahmad Syafii Maarif,Mizan Pustaka,97897994336861,2012,800,Sastra,75000,1,Gilad Atzmon: Catatan Kritikal Tentang Palestina
Patah Hati di Tanah Suci,Tasaro GK,Penerbit Bentang (PT Bentang Pustaka),9786022914112,2018,800,Sastra,75000,1,Patah Hati di Tanah Suci
"Mama, Aku Lulus",Chairul Wisal & Laura Halida,Republika Penerbit,9786028997461,2012,800,Sastra,75000,1,"Mama, Aku Lulus"
Hot Seat,Nabilla Anasty,PT. Mizan Pustaka,9786024200886,2016,800,Sastra,75000,1,Hot Seat
Hana dan Piano La,Firda Amelia Noor,DAR! Mizan,9786022426776,2015,800,Sastra,75000,1,Hana dan Piano La
Fantasteen: Absolute Zero,Fauzi Maulana Hakim,DAR Mizan,9786022422518,2014,800,Sastra,75000,1,Fantasteen: Absolute Zero
Peron Tiga Belas,"Laksita Judith, Raihan Khairunnisa",DAR Mizan,978602242782,2015,800,Sastra,75000,1,Peron Tiga Belas
Fun Gowes Misteri Uang Palsu,Firma Sutan,DAR Mizan,9789790669147,2012,800,Sastra,75000,1,Fun Gowes Misteri Uang Palsu
Atheis,Achdiat K. Mihardja,Balai Pustaka,9794071854,2003,800,Sastra,75000,1,Atheis
Lara Miya,Erlin Natawiria,PT. Falcon ,9786026051431,2016,800,Sastra,75000,1,Lara Miya
Pangeran Langit,Aveus Har,Sheila (Penerbit ANDI),9789792917291,2010,800,Sastra,75000,1,Pangeran Langit
Sekeping Hati,Eriska Febriani,Kata Depan,97960029475794,2017,800,Sastra,75000,1,Sekeping Hati
Critical Eleven,Ika Natassa,Gramedia Pustaka Utama,9786020318929,2015,800,Sastra,75000,1,Critical Eleven
Mummy,Rara,DAR! Mizan,9789790666764,2011,800,Sastra,75000,1,Mummy
The Naked Traveler Anthology,"Trinity, dkk",Bentang Pustaka,9786021246054,2014,800,Sastra,75000,1,The Naked Traveler Anthology
Negeri Sukun,Ahmad Fuady,Republika,9789791102490,2009,800,Sastra,75000,1,Negeri Sukun
Kujemput Engkau Di Sepertiga Malam,Peggy Melati Sukma,Mizan Pustaka,9786021606933,2014,800,Sastra,75000,1,Kujemput Engkau Di Sepertiga Malam
Lagu Cinta Para Pendosa ,Zaim Rofiqi,Pustaka Alvabet,9789793064772,2009,800,Sastra,75000,1,Lagu Cinta Para Pendosa 
#Girl Boss,Sophia Amorso,PT. Mizan Publika,9786020989891,2015,800,Sastra,75000,1,#Girl Boss
The Great Hunt: Perburuan Sangkakala,"Robert Jordan, Femmy Syahrani, Dina Begum",Mizan Pustaka,9789794337332,2013,800,Sastra,75000,1,The Great Hunt: Perburuan Sangkakala
Forever in My Heart,Monica Petra,Andi Offset,9789792950458,2015,800,Sastra,75000,1,Forever in My Heart
Willy the chronicles of flarkies,Satrio Wibowo,Imania,9786029560770,2010,800,Sastra,75000,1,Willy the chronicles of flarkies
Hijab Perjalanan Mencari Arti,Ninif Yunita,Entermedia,9797807819,2015,800,Sastra,75000,1,Hijab Perjalanan Mencari Arti
Rantau 1 Muara,A.Fuadi,PT Gramedia Pustaka Utama ,9789792294736,2013,800,Sastra,75000,1,Rantau 1 Muara
Maria Van Engels: Menantu Habib Kwitang ,Alwi Shahab,Republika,7972310729,2006,800,Sastra,75000,1,Maria Van Engels: Menantu Habib Kwitang 
Upsider Downster,Rim Razya,DAR! Mizan,9786024202941,2016,800,Sastra,75000,1,Upsider Downster
Jeruk Kristal,Maria Antonio Rahartati Bambang Haryo,Gramedia Pustaka Utama,9786020384665,2018,800,Sastra,75000,1,Jeruk Kristal
Keegan's Matchmaking,Ragatnia Clara,PlotPoint Publishing,9786029481433,2013,800,Sastra,75000,1,Keegan's Matchmaking
Sherlock Holmes: The Hound of the Baskervilles,Sir Arthur Conan Doyle,Shira Media,9786021142356,2015,800,Sastra,75000,1,Sherlock Holmes: The Hound of the Baskervilles
Bintang Diatas Alhambra,Ang Zen,PT. Bentang Pustaka,9786027888869,2013,800,Sastra,75000,1,Bintang Diatas Alhambra
The Hundred-Foot Journey,"Richard C.Morais, Ingrid DwijaniNimpoena",Qanita,9786021637524,2014,800,Sastra,75000,1,The Hundred-Foot Journey
"Love Me, Marry Me Cinta Itu Bukan Keegoisan",Esther Priscilla,Sheila,9789792943566,2014,800,Sastra,75000,1,"Love Me, Marry Me Cinta Itu Bukan Keegoisan"
Rindu Terpisah di Raja Ampat,Kirana Kejora,ZETTU,9786021298602,2015,800,Sastra,75000,1,Rindu Terpisah di Raja Ampat
Universitas Jatinangor Oxpord,Aaboy,Mahaka Publishing,9786029474053,2013,800,Sastra,75000,1,Universitas Jatinangor Oxpord
Kotbah Timeline,Abdul Gofar Hilman,PlotPoint Publishing,9786029481082,2012,800,Sastra,75000,1,Kotbah Timeline
Indonesia Jungkir Balik,"Ainun Chomsun, dkk",PT. Mizan Publika,9786029498820,2012,800,Sastra,75000,1,Indonesia Jungkir Balik
Araminta Spook,Angie Sage,Noura Books,9786021306918,2014,800,Sastra,75000,1,Araminta Spook
Caping Emas Misterius,Hana Alfazzahra,DAR Mizan,9786022424697,2014,800,Sastra,75000,1,Caping Emas Misterius
Komik 101 Hadis Tentang Akhlak,Hendra Wibawa ,PT. Mizan Pustaka,9786022426806,2016,800,Sastra,75000,1,Komik 101 Hadis Tentang Akhlak
#MewakiliPerasaanMu,Handy Bonny,PT. Mizan Pustaka,9786024181871,2019,800,Sastra,75000,1,#MewakiliPerasaanMu
Ampas Kopi,Muhi Library,Arti Bumi Intaran,9786027731738,2017,800,Sastra,75000,1,Ampas Kopi
 Invalidite The Bridge Of Perfection,Faradita,Penerbit Kubus Media,9786026731159,2018,800,Sastra,75000,1, Invalidite The Bridge Of Perfection
5 cm,Donny Dhirgantoro,Grasindo,9786022510703,2005,800,Sastra,75000,1,5 cm
Cinta Kanti,K. Usman,Republika Penerbit,9789791102377,2008,800,Sastra,75000,1,Cinta Kanti
Qasidah Cinta,O'ong Fathor Rohman Achmad,Alfikah Publishing,9786027168749,2015,800,Sastra,75000,1,Qasidah Cinta
Andai Aku Hidup Sekali Lagi,Muhammad Widus Sempo,PT. Mizan Pustaka,9786024180195,2016,800,Sastra,75000,1,Andai Aku Hidup Sekali Lagi
Miss Pikun Susah Inget Gampang Lupa,Jumanta,Gagas Media,9797800032,2005,800,Sastra,75000,1,Miss Pikun Susah Inget Gampang Lupa
Sesuk,Tere Liye,PT Sabak Grip Nusantara,9786239987886,2022,800,Sastra,75000,1,Sesuk
Dia Adalah Kakakku,Tere Liye,PT. Sabak Grip Nusantara,9786239607470,2022,800,Sastra,75000,1,Dia Adalah Kakakku
Dia Adalah Kakakku,Tere Liye,Republika Penerbit,9786025734373,2018,800,Sastra,75000,1,Dia Adalah Kakakku
Si Anak Cahaya,Tere Liye,Republika Penerbit,9786025734540,2018,800,Sastra,75000,1,Si Anak Cahaya
Rindu,Tere Liye,Republika Penerbit,9786028997904,2014,800,Sastra,75000,1,Rindu
Rindu,Tere Liye,PT Sabak Grip Nusantara,9786239554552,2022,800,Sastra,75000,1,Rindu
Si Anak Spesial,Tere Liye,Republika Penerbit,9786025734441,2018,800,Sastra,75000,1,Si Anak Spesial
Si Anak Pintar,Tere Liye,Republika Penerbit,9786025734502,2018,800,Sastra,75000,1,Si Anak Pintar
Amelia,Tere Liye,Republika Penerbit,9786028997737,2013,800,Sastra,75000,1,Amelia
Catatan Hati Ibunda,"Asma Nadia,dkk",AsmaNadia Publishing,9786029055191,2013,800,Sastra,75000,1,Catatan Hati Ibunda
W Untuk Wanita,Yayyo Asmara,PT. Kawan Pustaka,9786028388696,2012,800,Sastra,75000,1,W Untuk Wanita
Pricess Bajak Laut & Alien,"Clara Ng, Icha Rahmawati",PlotPoint Publishing,9786029481525,2013,800,Sastra,75000,1,Pricess Bajak Laut & Alien
Detektif Cilik Imung,Arswendo Atmowiloto,PlotPoint Publishing,9786029481457,2014,800,Sastra,75000,1,Detektif Cilik Imung
Relung Rasa Raisa ,Lea Agustina Citra,PlotPoint Publishing,9786029481549,2013,800,Sastra,75000,1,Relung Rasa Raisa 
Masque Of The Red Death,Bethany Griffin,Mizan  Fastasi,9789794337578,2013,800,Sastra,75000,1,Masque Of The Red Death
Do Rio Com Amor,Ifnur Hikmah,PT. Mizan Publika,9786021606711,2014,800,Sastra,75000,1,Do Rio Com Amor
Catatan Mahasiswa Gila,Adhitya Mulya,Mahaka Publishing,9786029888300,2011,800,Sastra,75000,1,Catatan Mahasiswa Gila
One Step Closer,Putri Pambayun,PT. Mizan Pustaka,9786022421924,2013,800,Sastra,75000,1,One Step Closer
Pelukan Untuk Hati,Irin Sintriana,CV. Andi Offset,9789792942569,2013,800,Sastra,75000,1,Pelukan Untuk Hati
My Diary,Aldila Jelita Indrabekti,EnterMedia,9789797807559,2014,800,Sastra,75000,1,My Diary
Cherish You,Irfa Hudaya,Orange,9786027729490,2015,800,Sastra,75000,1,Cherish You
Catatan Cinta Sang Ikhwan,Dinar Apriyanto,Qibla Bhuana Ilmu Populer,9786022498025,2015,800,Sastra,75000,1,Catatan Cinta Sang Ikhwan
Rembulan Tenggelam Di Wajahmu,Tere Liye,PT. Sabak Grip Nusantara,9786239607449,2022,800,Sastra,75000,1,Rembulan Tenggelam Di Wajahmu
Anak Rantau,A. Fuadi,Falcon,9786026051493,2017,800,Sastra,75000,1,Anak Rantau
Matahari,Tere Liye,PT Sabak Grip Nusantara,9786239726270,2022,800,Sastra,75000,1,Matahari
Si Anak Kuat,Tere Liye,Republika Penerbit,9786025734427,2018,800,Sastra,75000,1,Si Anak Kuat
Si Anak Pemberani ,Tere Liye,Republika Penerbit,9786025734526,2018,800,Sastra,75000,1,Si Anak Pemberani 
The Boy Who Drew Monster,Keith Donohue,PT Mizan Pustaka,9786024020323,2016,800,Sastra,75000,1,The Boy Who Drew Monster
Mariposa,Luluk H.F ,Coconut Books,9786025508615,2018,800,Sastra,75000,1,Mariposa
Khadijah: Ketika Rahasia Tersingkap,"Sibel Eraslan, Ahmad Saefudin",Kaysa Media,9789791479639,2012,800,Sastra,75000,1,Khadijah: Ketika Rahasia Tersingkap
H.I.V.E ,Mark Walden,Mizan Fantasi,9789794337141,2014,800,Sastra,75000,1,H.I.V.E 
Hafalan Shalat Delisa,Tere Liye,Republika,9789793210605,2005,800,Sastra,75000,1,Hafalan Shalat Delisa
Pulang,Tere Liye,PT Sabak Grip Nusantara,9786239554507,2022,800,Sastra,75000,1,Pulang
Bibi Gill,Tere Liye,PT Sabak Grip Nusantara,9786239726249,2022,800,Sastra,75000,1,Bibi Gill
"Kau, Aku, Dan Sepucuk Angpau Merah",Tere Liye,PT Gramedia Pustaka Utama,9786020331614,2012,800,Sastra,75000,1,"Kau, Aku, Dan Sepucuk Angpau Merah"
Tentang Kamu,Tere Liye,PT Sabak Grip Nusantara,9786020822341,2016,800,Sastra,75000,1,Tentang Kamu
Tentang Kamu,Tere Liye,Republika Penerbit,9786020822341,2016,800,Sastra,75000,1,Tentang Kamu
Sunset Bersama Rosie,Tere Liye,PT Sabak Grip Nusantara,9786239607463,2022,800,Sastra,75000,1,Sunset Bersama Rosie
Burlian,Tere Liye,Republika Penerbit,9799791102681,2009,800,Sastra,75000,1,Burlian
Moga Bunda Disayang Allah,Tere Liye,PT Sabak Grip Nusantara,9786239607494,2006,800,Sastra,75000,1,Moga Bunda Disayang Allah
Bulan,Tere Liye,Gramedia Pustaka Utama,9786020332949,2018,800,Sastra,75000,1,Bulan
Bumi ,Tere Liye,PT Sabak Grip Nusantara,9786239726263,2022,800,Sastra,75000,1,Bumi 
Bumi ,Tere Liye,PT Gramedia Pustaka Utama,9786020301129,2014,800,Sastra,75000,1,Bumi 
Komet Minor,Tere Liye,PT Gramedia Pustaka Utama,9786020623399,2019,800,Sastra,75000,1,Komet Minor
Matahari Minor,Tere Liye ,PT Sabak Grip Nusantara,9786239987893,2022,800,Sastra,75000,1,Matahari Minor
123 Anti Bego 2,Alienstartrek,PlotPoint Publishing,9786029481129,2012,800,Sastra,75000,1,123 Anti Bego 2
99 Untuk Tuhanku,Emha Ainun Nadjib,PT Bentang Pustaka,9786022910657,2015,800,Sastra,75000,1,99 Untuk Tuhanku
Frankenstein ,Mary Shelley,Qanita,9786021637944,2015,800,Sastra,75000,1,Frankenstein 
Sea Prayer,Khaled Hosseini,PT Mizan Pustaka,9786024021269,2018,800,Sastra,75000,1,Sea Prayer
Jangan Bercerai Bunda,Asma Nadia,AsmaNadia Publishing House,9786029055207,2013,800,Sastra,75000,1,Jangan Bercerai Bunda
Suara Hati dari Mesir,"Pipiet Senja, Irawan Kelana, Sastri Bakry, dll",AJIB Publishing,9789790561267,2014,800,Sastra,75000,1,Suara Hati dari Mesir
Sangkakala Di Langit Andalusia,"Hanum Salsabila Rais, Rangga Almahendra",Republika Penerbit,9786032791435,2022,800,Sastra,75000,1,Sangkakala Di Langit Andalusia
I Have A Dream,Fita Chakra,Noura Books,9786027816039,2011,800,Sastra,75000,1,I Have A Dream
Muhammad Muda Gue Banget,Hilman Fauzi,PT Jawa Mediasindo Lestari,9786021667088,2015,800,Sastra,75000,1,Muhammad Muda Gue Banget
The Accidental Further Adventures Of The 100-Year-Old Man,Jonas Jonasson,PT Bentang Pustaka,9786022915102,2018,800,Sastra,75000,1,The Accidental Further Adventures Of The 100-Year-Old Man
Jangan Mau Jadi Orang Rata-Rata,Ahmad Rifa'I Rif'an,Elex Media Komputindo,9786020271361,2015,800,Sastra,75000,1,Jangan Mau Jadi Orang Rata-Rata
The Secret Tunnel,"Rob Waring, Maurice Jamall",Thomson Heinle,9781413028911,2007,800,Sastra,75000,1,The Secret Tunnel
Ketika Cinta Bertasbih 2,Habiburrahman El Shirazy,Republika Penerbit,9789791102131,2007,800,Sastra,75000,1,Ketika Cinta Bertasbih 2
Ketika Cinta Bertasbih,Habiburrahman El Shirazy,Republika Penerbit,9789793210841,2007,800,Sastra,75000,1,Ketika Cinta Bertasbih
Zombie Attack ,Lesley Thompson,Oxford University Press,9780194249867,2013,800,Sastra,75000,1,Zombie Attack 
Bandslam,Aaron Rosenberg,SCHOLASTIC,9781905775972,2010,800,Sastra,75000,1,Bandslam
The First Flying Man ,Elspeth Rawstron ,Oxford University Press,9780194249430,2012,800,Sastra,75000,1,The First Flying Man 
Berjuta Embun Surga,Muttaqwiati,Gema Insani,9795618198,2004,800,Sastra,75000,1,Berjuta Embun Surga
Motivaction,Iwel Sastra,Noura Books,9786027816350,2013,800,Sastra,75000,1,Motivaction
The Legend of Sleepy Hollow,"Washington Irving, dkk",Penerbit Qanita,9786021637937,2015,800,Sastra,75000,1,The Legend of Sleepy Hollow
Night Flights,"Philip Reeve, Reni Indardini",Mizan Publika,9786023856008,2019,800,Sastra,75000,1,Night Flights
Selfie,Andari Karina Anom & Tjut  Riana Adhani,Gramedia Pustaka Utama,9786020306353,2014,800,Sastra,75000,1,Selfie
Si Parasit Lajang,Ayu Utami,Kepustakaan Populer Gramedia,9789799105387,2013,800,Sastra,75000,1,Si Parasit Lajang
Liaison Officer Forever,Melanie Subono,PT. Mizan Pustaka,9786028994743,2012,800,Sastra,75000,1,Liaison Officer Forever
Arus Bawah,Emha Ainun Nadjib,PT. Bentang Pustaka,9796022910688,2014,800,Sastra,75000,1,Arus Bawah
Accidentally Fabulous,Lisa Balham,Bentang Belia,9786029397796,2013,800,Sastra,75000,1,Accidentally Fabulous
The Little Detective ,Nurila Azhary,Noura Books,9786029498738,2012,800,Sastra,75000,1,The Little Detective 
Let It Be My Secret,Andhitya ,Gagas Media,9797800563,2006,800,Sastra,75000,1,Let It Be My Secret
Who's Trandy?,Berliana Islamiyarti Hydra,PT. Mizan Pustaka,9789790667471,2011,800,Sastra,75000,1,Who's Trandy?
Hidden Pearl,Dinda Alvira Irawan,PT. Mizan Pustaka,9786022420668,2014,800,Sastra,75000,1,Hidden Pearl
Untukmu Ayah,Muhammad Rafid Nadhif Rizqullah,PT. Mizan Pustaka,978602426981,2015,800,Sastra,75000,1,Untukmu Ayah
Open Your Heart Follow Your Prophet,TeladanRasul ,QultumMedia,9790172559,2013,800,Sastra,75000,1,Open Your Heart Follow Your Prophet
#Followers,"Ardini, dkk",Mediakita,9789797944050,2013,800,Sastra,75000,1,#Followers
Kambing dan Hujan,Mahfud Ikhwan,PT. Bentang Pustaka,9786022914709,2015,800,Sastra,75000,1,Kambing dan Hujan
Sweet Home,Adeliany Azfar ,Penerbit Haru,9786027742413,2014,800,Sastra,75000,1,Sweet Home
Sagacibu,Mella Sarah Elmania,PT. Mizan Pustaka,9786022423669,2014,800,Sastra,75000,1,Sagacibu
#Berhentidikamu,Gia Pratama,Mizan Pustaka,9786024181833,2018,800,Sastra,75000,1,#Berhentidikamu
Little Cuties,Alleya Hanifa,DAR! Mizan,9786024203702,2017,800,Sastra,75000,1,Little Cuties
Tetangga Ahli Surga,Hendranto Pratama Putra,Pastel Books Mizan Pustaka,9786020851587,2016,800,Sastra,75000,1,Tetangga Ahli Surga
Pandora Box,"Suci Nurhaliza, Rafiatunnisa Jannati ",Mizan Pustaka,9786024200060,2016,800,Sastra,75000,1,Pandora Box
Fantasteen The Series: Wewe Gombel,Mustafa Kamal,Muffin Graphics,9786023670369,2015,800,Sastra,75000,1,Fantasteen The Series: Wewe Gombel
BubblePop High School Sweet Story,Yasmin Amira & Nurul Pertiwi,Muffin Graphics,9786021128145,2014,800,Sastra,75000,1,BubblePop High School Sweet Story
Double Walker,"Kessy Vanessa, dkk",Muffin Graphics,9786023670260,2015,800,Sastra,75000,1,Double Walker
Rasuk,Risa Saraswati,BUKUNE ,6022201667,2018,800,Sastra,75000,1,Rasuk
Kisah-Kisah Nasruddin Hoja 1,Cengiz Demir,Republika Penerbit,9786020822198,2016,800,Sastra,75000,1,Kisah-Kisah Nasruddin Hoja 1
Baracas,Pidi Baiq,Pastel Books,9786026127303,2017,800,Sastra,75000,1,Baracas
The Magnificent Makers ,Theanne Griffth ,Random House New York,9780593379646,2022,800,Sastra,75000,1,The Magnificent Makers 
